action_id_decimal,action_id_hex,action_name,action_name_status,source_table,target_side_code,target_side,target_side_ja,target_scope_code,target_scope,target_scope_ja,formation_class,formation_class_ja,is_formation_ignored,is_formation_used,is_all_attack,is_all_targets_on_side,is_group_attack,is_opponent_only,is_ally_only,is_self_only,repeat_mode_code,operation_type,resource_cost,target_handler_judgment1,target_handler_judgment2,runtime_validation,classification_confidence
155,0x09b,ぶきみなひかり,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,22,6,89,89,not_observed,supported
156,0x09c,[魔結界/まけっかい],actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,22,5,90,90,not_observed,supported
157,0x09d,せいしんとういつ,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,78,3,91,92,not_observed,supported
158,0x09e,[魔力/まりょく]かくせい,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,42,5,93,93,not_observed,supported
159,0x09f,つきのはどう,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,3,8,94,95,not_observed,supported
160,0x0a0,おたけび,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,10,0,0,0,not_observed,supported
161,0x0a1,ためる,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,15,0,96,96,confirmed: runtime side=2 scope=1; self-target ためる; observed once,confirmed
162,0x0a2,ふとうふくつ,actname_indexed,a,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,43,2,97,97,not_observed,supported
163,0x0a3,しんとうめっきゃく,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,23,1,56,56,not_observed,supported
164,0x0a4,めいそう,actname_indexed,a,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,2,3,98,98,not_observed,supported
165,0x0a5,ぬすむ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,44,0,0,0,not_observed,supported
166,0x0a6,みやぶる,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,45,0,0,0,not_observed,supported
167,0x0a7,[火/ひ]ふき[芸/げい],actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,2,61,61,not_observed,supported
168,0x0a8,おうえん,actname_indexed,b,2,ally,味方側,8,actor_specific,アクター固有,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,15,0,99,99,not_observed,supported
169,0x0a9,ボケ,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,10,0,62,62,not_observed,supported
171,0x0ab,ツッコミ,actname_indexed,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,9,2,100,100,not_observed,supported
172,0x0ac,とうこん[討/う]ち,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,1,61,61,not_observed,supported
173,0x0ad,すてみ,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,3,0,155,155,not_observed,supported
174,0x0ae,[無心/むしん]こうげき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,10,1,4,0,0,not_observed,supported
175,0x0af,もろば[斬/ぎ]り,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,0,0,not_observed,supported
176,0x0b0,テンションバーン,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,47,6,139,139,not_observed,supported
177,0x0b1,ファイアフォース,actname_indexed,b,2,ally,味方側,6,force_special,フォース特殊,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,46,4,0,0,not_observed,supported
178,0x0b2,アイスフォース,actname_indexed,b,2,ally,味方側,6,force_special,フォース特殊,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,46,4,0,0,not_observed,supported
179,0x0b3,ストームフォース,actname_indexed,b,2,ally,味方側,6,force_special,フォース特殊,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,46,4,0,0,not_observed,supported
180,0x0b4,ダークフォース,actname_indexed,b,2,ally,味方側,6,force_special,フォース特殊,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,46,4,0,0,not_observed,supported
181,0x0b5,ライトフォース,actname_indexed,b,2,ally,味方側,6,force_special,フォース特殊,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,46,4,0,0,not_observed,supported
182,0x0b6,におうだち,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,101,102,not_observed,supported
183,0x0b7,ＨＰパサー,actname_indexed,b,2,ally,味方側,8,actor_specific,アクター固有,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,14,3,103,103,not_observed,supported
184,0x0b8,ＭＰパサー,actname_indexed,b,2,ally,味方側,8,actor_specific,アクター固有,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,13,0,104,104,not_observed,supported
185,0x0b9,みがわり,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,105,105,not_observed,supported
187,0x0bb,グランドネビュラ,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,30,62,62,not_observed,supported
188,0x0bc,いやしの[雨/あめ],actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,48,6,71,71,not_observed,supported
189,0x0bd,いてつくはどう,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,49,10,0,106,not_observed,supported
190,0x0be,しんぴのさとり,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,42,8,107,107,not_observed,supported
191,0x0bf,スキャンダル,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,19,3,54,54,not_observed,supported
192,0x0c0,メイクアップ,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,50,2,108,108,not_observed,supported
194,0x0c2,スポットライト,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,51,6,109,109,not_observed,supported
195,0x0c3,バックダンサー[呼/よ]び,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,15,0,0,not_observed,supported
196,0x0c4,たたかいのうた,actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,3,16,156,156,not_observed,supported
197,0x0c5,みのがす,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,52,0,110,110,not_observed,supported
198,0x0c6,なだめる,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,53,2,83,83,not_observed,supported
199,0x0c7,ステルス,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,54,3,98,98,not_observed,supported
200,0x0c8,まもりのきり,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,55,5,76,76,not_observed,supported
201,0x0c9,オオカミアタック,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,4,1,16,0,0,not_observed,supported
202,0x0ca,ルーラ,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,82,0,0,0,not_observed,supported
205,0x0cd,リレミト,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,84,3,0,0,not_observed,supported
206,0x0ce,トラマナ,actname_indexed,a,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,85,2,0,0,not_observed,supported
207,0x0cf,くちぶえ,actname_indexed,a,0,none_or_context,なし・文脈依存,0,none_or_context,対象なし・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,false,false,0,56,0,0,0,not_observed,supported
208,0x0d0,かみのおつげ,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,86,0,0,0,not_observed,supported
209,0x0d1,おはらい,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,87,2,0,0,not_observed,supported
210,0x0d2,おとしあな,actname_indexed,a,0,none_or_context,なし・文脈依存,0,none_or_context,対象なし・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,false,false,0,88,0,0,0,not_observed,supported
211,0x0d3,とうぞくのはな,actname_indexed,a,0,none_or_context,なし・文脈依存,0,none_or_context,対象なし・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,false,false,0,89,0,0,0,not_observed,supported
212,0x0d4,みやぶる,actname_indexed,a,0,none_or_context,なし・文脈依存,0,none_or_context,対象なし・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,false,false,0,45,2,0,0,not_observed,supported
213,0x0d5,おたからさがし,actname_indexed,a,0,none_or_context,なし・文脈依存,0,none_or_context,対象なし・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,false,false,0,90,2,0,0,not_observed,supported
215,0x0d7,ダーマのさとり,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,91,3,0,0,not_observed,supported
217,0x0d9,ステルス,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,54,3,0,0,not_observed,supported
219,0x0db,味方攻撃,unregistered,b,2,ally,味方側,8,actor_specific,アクター固有,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,1,0,0,0,not_observed,supported
220,0x0dc,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
221,0x0dd,こんらんしている！,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
222,0x0de,結局体が,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
223,0x0df,こうげき,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,0,0,1,not_observed,supported
224,0x0e0,こうげき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,1,not_observed,supported
225,0x0e1,にげる,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,112,112,not_observed,supported
226,0x0e2,ひのいき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
227,0x0e3,かえんのいき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
228,0x0e4,あまいいき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,8,0,158,113,not_observed,supported
229,0x0e5,どくのいき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,6,0,114,115,not_observed,supported
230,0x0e6,ねむり攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
231,0x0e7,どく攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
232,0x0e8,テンション下げ攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,140,not_observed,supported
233,0x0e9,鎌ブンブン,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,4,1,0,0,0,not_observed,supported
234,0x0ea,[怪光線/かいこうせん],actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
235,0x0eb,とつげき,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
236,0x0ec,やくそう,actname_indexed,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,66,66,not_observed,supported
237,0x0ed,からにとじこもる,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
238,0x0ee,くすぐる,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,10,0,77,77,not_observed,supported
239,0x0ef,さそうおどり,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,10,0,77,77,not_observed,supported
242,0x0f2,Call For Backup,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,11,0,116,116,not_observed,supported
243,0x0f3,ふしぎなおどり,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,57,0,117,117,not_observed,supported
244,0x0f4,Critical Attack,monster_ai_join,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,confirmed: runtime side=1 scope=2; formation-ignored Critical Attack; observed twice,confirmed
245,0x0f5,Desperate Attack,monster_ai_join,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
246,0x0f6,メラ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,2,7,2,not_observed,supported
247,0x0f7,ヒャド,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,3,7,2,not_observed,supported
248,0x0f8,顔を洗う,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
249,0x0f9,いなずまづき,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
250,0x0fa,ぱふぱふ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,10,0,77,77,not_observed,supported
251,0x0fb,魔女の眼差し,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
252,0x0fc,アイテム使用無効アイテム,actname_indexed,a,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
253,0x0fd,まどうしの[杖/つえ],actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
254,0x0fe,名称未登録,unregistered,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,0,62,62,not_observed,supported
255,0x0ff,やくそう,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,66,66,not_observed,supported
256,0x100,[上/じょう]やくそう,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,66,66,not_observed,supported
257,0x101,どくけしそう,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,7,0,119,119,not_observed,supported
258,0x102,まんげつそう,actname_indexed,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,20,0,120,120,not_observed,supported
259,0x103,せいすい,actname_indexed,a,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,54,0,0,0,not_observed,supported
260,0x104,せいすい,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
261,0x105,キメラのつばさ,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,82,0,0,0,not_observed,supported
262,0x106,[命/いのち]のきのみ,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
263,0x107,ふしぎなきのみ,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
264,0x108,はげしいほのお,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
265,0x109,しゃくねつ,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
266,0x10a,れんごくかえん,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
267,0x10b,つめたいいき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
268,0x10c,こおりのいき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
269,0x10d,こごえるふぶき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
270,0x10e,かがやくいき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,157,157,not_observed,supported
271,0x10f,もうどくのきり,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,6,0,121,122,not_observed,supported
272,0x110,やけつくいき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,24,0,123,124,not_observed,supported
273,0x111,マヒ攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
274,0x112,こんらん攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
275,0x113,もうどく攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
276,0x114,アイスジャベリン,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
277,0x115,岩投げ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
278,0x116,スカッドミサイル,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
279,0x117,かえん[斬/ぎ]り,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
280,0x118,マヒャド[斬/ぎ]り,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
281,0x119,吸血,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,141,not_observed,supported
282,0x11a,きゅうしょ攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
283,0x11b,キャノン[砲/ほう],actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
284,0x11c,バードカッター,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
285,0x11d,いなずま,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
286,0x11e,いなずま,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
287,0x11f,じばく,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,125,125,not_observed,supported
288,0x120,じばく,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,125,125,not_observed,supported
289,0x121,地走り,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
290,0x122,じひびき,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
291,0x123,ビーム攻撃,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
292,0x124,さみだれぎり,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,5,1,0,0,0,not_observed,supported
293,0x125,マデュライトビーム,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
294,0x126,おしつぶす,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
295,0x127,もうどく[弾/だん],actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
296,0x128,トゲミサイル,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
297,0x129,スライムシャワー,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
298,0x12a,メラストーム,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,8,1,0,0,0,not_observed,supported
299,0x12b,氷おとし,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
300,0x12c,しんくうは,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
301,0x12d,ロケットランチャー,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
302,0x12e,矢嵐,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
303,0x12f,波動砲攻撃,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
304,0x130,ジゴスパーク,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,26,0,0,not_observed,supported
305,0x131,ギガスラッシュ,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,15,0,0,not_observed,supported
306,0x132,のしかかる,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
307,0x133,笑いながら攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
308,0x134,ボディアタック,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
309,0x135,ツメできりさく,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
310,0x136,ツメを振り回す,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
311,0x137,いきりたって攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
312,0x138,飛びかかる,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
313,0x139,弓矢うち,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
314,0x13a,はげしく斬りつける,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
